Response_ID,Age,Gender,Income,Occupation,Gym_Days_Per_Week,Workout_Type,Gym_Duration_Years,Hist_Foot_Infection,Forgetting_Freq,Primary_Pain_Point,Prev_Foot_Care,Hygiene_Score,Skin_Sensitivity,Imp_Material,Imp_Antibacterial,Imp_Antimicrobial,Imp_Price,Imp_Lifestyle_Fit,Imp_Brand,Monthly_Activewear_Spend,WTP_Disposable_Socks,Max_WTP_Per_Pair,Subscription_Interest,Eco_Trend_Score,Vendor_Trust_Score,QC_Score,Preferred_Pack,Primary_Purchase_Driver,Brand_Stigma,Open_Ended_Reason,Owns_Gym_Bag,Owns_Shaker_Bottle,Buys_Sweat_Towel,Buys_Body_Wipes,Buys_Deodorant_Sticks,Interested_Disposable_Underwear,Uses_Foot_Powder_Insert,Buys_Blister_Plasters,Uses_Muscle_Recovery_Balm,Products_Purchased_Together,Recency_Days,Frequency_Purchases_6M,Monetary_Spend_6M
265,40,Female,100k+,Entrepreneur,5,Pilates,2,No,1,Blisters,Yes,8,Normal,4,3,4,3,3,3,382.27,1,35+,5,4,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,No,No,No,No,No,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Blister_Plasters,45,5,378.92
266,23,Female,30k-50k,Student,5,Weights,3,Yes,3,Blisters,0,5,0,4,3,2,1,3,1,156.87,0,Under_15,1,1,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,Yes,No,No,No,Yes,Yes,No,Gym_Bag; Shaker_Bottle; Sweat_Towel; Foot_Powder_Insert; Blister_Plasters,45,3,115.81
267,33,Female,50k-100k,Corporate,1,Cardio,2,No,4,Odor,0,5,0,4,4,4,4,2,3,189.01,1,15-25,2,2,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,No,No,No,Yes,Yes,No,Yes,Disposable_Socks; Gym_Bag; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,50,3,166.84
268,32,Male,50k-100k,Corporate,2,Cardio,2,Yes,4,Odor,0,7,0,4,4,4,4,2,2,190.76,1,25-35,4,3,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear,49,3,163.06
269,22,Female,Under_30k,Student,5,Weights,3,No,4,Blisters,0,4,0,3,5,3,1,3,1,115.82,0,Under_15,2,1,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,Yes,No,No,No,No,No,Yes,Gym_Bag; Shaker_Bottle; Sweat_Towel; Muscle_Recovery_Balm,39,2,70.22
270,37,Female,50k-100k,Corporate,3,Cardio,2,Yes,4,Odor,0,6,0,3,4,5,5,3,3,317.43,1,25-35,1,2,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,54,1,200.58
271,17,Female,30k-50k,Student,4,Yoga,2,Yes,3,Tightness,1,10,Normal,5,4,5,3,5,5,238.38,1,15-25,5,4,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,Yes,No,No,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Foot_Powder_Insert; Blister_Plasters,37,5,192.81
272,34,Female,100k+,Corporate,5,Yoga,2,No,2,Odor,No,6,Normal,4,3,4,4,4,5,369.98,1,25-35,3,5,5,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,Yes,No,No,No,No,No,Yes,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Muscle_Recovery_Balm,48,5,329.38
273,28,Female,50k-100k,Corporate,2,Pilates,2,Yes,3,Odor,No,8,Normal,4,2,4,3,4,4,413.58,1,25-35,4,4,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,51,3,305.8
274,18,Male,30k-50k,Blue_Collar,6,Weights,3,Yes,2,Blisters,0,4,0,4,5,3,1,3,1,133.12,0,Under_15,2,2,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,Yes,No,No,No,No,Yes,Yes,Gym_Bag; Shaker_Bottle; Sweat_Towel; Blister_Plasters; Muscle_Recovery_Balm,33,3,71.2
275,29,Female,50k-100k,Corporate,2,Cardio,2,Yes,5,Odor,0,6,0,3,4,4,5,2,3,201.42,1,25-35,3,3,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,No,No,Yes,Yes,Yes,No,No,Disposable_Socks; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert,53,1,124.76
276,24,Female,30k-50k,Student,6,Weights,3,No,4,Blisters,0,3,0,3,5,3,1,4,3,146.07,0,15-25,2,1,1,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,No,Yes,No,No,Yes,Yes,Yes,Gym_Bag; Body_Wipes; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,46,4,153.86
277,19,Male,30k-50k,Blue_Collar,5,Weights,3,Yes,3,Blisters,0,4,0,4,5,4,1,4,2,179.18,0,15-25,1,2,1,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,No,No,No,Yes,Yes,No,Yes,Gym_Bag; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,40,2,142.95
278,29,Male,100k+,Corporate,1,Cardio,2,Yes,5,Odor,0,7,0,4,4,4,5,3,2,143.72,1,15-25,2,2,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,51,1,72.68
279,34,Female,100k+,Corporate,3,Yoga,2,Yes,1,Blisters,No,10,Sensitive,5,3,4,3,3,4,436.38,1,25-35,4,5,4,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Disposable_Socks; Sweat_Towel; Body_Wipes; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,24,4,354.83
280,19,Female,Under_30k,Student,5,Yoga,2,No,3,Tightness,1,8,Sensitive,5,4,5,3,5,5,264.67,1,15-25,3,4,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,No,No,No,Yes,No,No,No,Disposable_Socks; Shaker_Bottle; Disposable_Underwear,44,6,256.92
281,28,Male,100k+,Corporate,2,Yoga,2,Yes,1,Odor,No,9,Normal,5,3,3,4,3,5,302.53,1,35+,5,5,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,Yes,Yes,No,No,No,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Blister_Plasters,40,3,289.22
282,20,Male,30k-50k,Student,4,Pilates,2,No,2,Tightness,1,9,Sensitive,5,4,5,3,5,4,217.9,1,15-25,4,5,2,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Disposable_Underwear,22,4,206.4
283,28,Female,30k-50k,Student,4,Weights,3,No,3,Blisters,0,4,0,4,5,3,1,3,1,70.7,0,Under_15,1,1,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,Yes,No,No,No,No,Yes,Yes,Gym_Bag; Sweat_Towel; Blister_Plasters; Muscle_Recovery_Balm,35,2,60.46
284,21,Male,30k-50k,Student,5,Weights,3,No,3,Blisters,0,6,0,3,4,2,1,3,1,151.06,0,15-25,1,1,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,Yes,No,Yes,No,No,Yes,No,Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Blister_Plasters,43,2,122.82
285,26,Male,Under_30k,Blue_Collar,4,Weights,3,Yes,3,Blisters,0,6,0,3,4,2,2,4,2,145.47,0,Under_15,1,2,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,No,No,Yes,No,Yes,Yes,Yes,Shaker_Bottle; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,55,1,56.64
286,25,Male,30k-50k,Blue_Collar,6,Weights,3,No,3,Blisters,0,6,0,3,4,2,1,4,1,152.89,0,15-25,1,1,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,No,No,Yes,No,Yes,Yes,Yes,Gym_Bag; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,40,1,76.19
287,14,Male,Under_30k,Student,4,Yoga,2,Yes,2,Tightness,1,8,Sensitive,4,3,4,4,4,4,254.89,1,15-25,3,4,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,Yes,No,No,Yes,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,45,4,192.37
288,22,Male,Under_30k,Student,6,Weights,3,Yes,2,Blisters,0,5,0,3,4,3,2,3,2,156.54,0,Under_15,1,1,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Foot_Powder_Insert; Blister_Plasters,32,2,93.05
289,19,Male,Under_30k,Student,3,Yoga,2,No,4,Tightness,1,7,Normal,4,3,3,4,4,5,226.35,1,15-25,4,4,2,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,No,No,Yes,No,No,No,No,Disposable_Socks; Gym_Bag; Deodorant_Sticks,32,3,187.17
290,29,Female,50k-100k,Corporate,3,Cardio,2,Yes,5,Odor,0,6,0,4,4,4,5,3,3,121.31,1,25-35,2,2,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Disposable_Socks; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,54,3,123.9
291,17,Female,Under_30k,Student,5,Pilates,2,Yes,3,Tightness,1,9,Normal,4,4,4,4,5,5,247.61,1,15-25,2,4,4,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Muscle_Recovery_Balm,43,4,199.01
292,18,Male,Under_30k,Student,6,Yoga,2,Yes,3,Tightness,1,9,Sensitive,4,3,5,3,4,4,282.34,1,15-25,3,5,1,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,33,7,261.35
293,21,Male,Under_30k,Student,5,Yoga,2,No,3,Tightness,1,8,Normal,4,3,4,3,3,5,235.31,1,25-35,4,4,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,No,No,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Foot_Powder_Insert; Blister_Plasters,45,6,274.29
294,32,Male,100k+,Corporate,2,Cardio,2,Yes,4,Odor,0,6,0,3,4,4,4,3,3,152.84,1,25-35,3,2,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,No,No,Yes,No,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,41,2,158.57
295,32,Male,100k+,Corporate,1,Cardio,2,Yes,4,Odor,0,6,0,5,4,5,5,4,3,219.17,1,25-35,1,3,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Disposable_Socks; Gym_Bag; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,53,1,141.06
296,29,Male,Under_30k,Student,6,Weights,3,No,4,Blisters,0,5,0,4,4,2,1,4,1,112.54,0,15-25,3,2,1,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,45,3,140.8
297,31,Female,50k-100k,Corporate,4,Yoga,2,Yes,1,Odor,Yes,8,Normal,3,4,3,4,3,5,367.32,1,35+,4,4,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Disposable_Socks; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,53,5,401.42
298,18,Male,30k-50k,Student,6,Weights,3,No,3,Blisters,0,5,0,4,5,2,2,3,2,94.08,0,15-25,3,2,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,No,No,Yes,No,No,No,Yes,Gym_Bag; Deodorant_Sticks; Muscle_Recovery_Balm,37,4,113.22
299,20,Female,Under_30k,Student,5,Yoga,2,No,2,Tightness,1,10,Normal,4,4,5,3,5,4,257.2,1,25-35,3,5,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,No,Yes,No,No,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Deodorant_Sticks; Blister_Plasters,50,4,220.78
300,26,Male,100k+,Corporate,2,Cardio,2,No,4,Odor,0,5,0,3,3,4,5,3,2,167.29,1,15-25,1,3,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,48,3,174.7
301,24,Female,100k+,Entrepreneur,3,Pilates,2,No,2,Blisters,No,8,Normal,4,2,4,4,3,5,318.87,1,25-35,3,5,4,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Foot_Powder_Insert; Blister_Plasters,47,3,243.36
302,21,Female,Under_30k,Student,5,Pilates,2,Yes,2,Tightness,1,7,Normal,5,3,4,4,5,4,214.26,1,15-25,2,4,3,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,No,Yes,Yes,No,No,Yes,Yes,Disposable_Socks; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Blister_Plasters; Muscle_Recovery_Balm,37,4,169.96
303,20,Male,Under_30k,Student,5,Pilates,2,Yes,2,Tightness,1,7,Sensitive,5,3,5,3,5,4,254.29,1,15-25,3,5,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,24,3,197.51
304,26,Male,30k-50k,Student,7,Weights,3,Yes,2,Blisters,0,2,0,4,5,2,1,4,1,101.34,0,15-25,2,1,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Blister_Plasters; Muscle_Recovery_Balm,37,4,132.72
305,26,Male,Under_30k,Student,5,Weights,3,Yes,4,Blisters,0,4,0,4,3,2,1,4,2,129.72,0,Under_15,1,2,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,Yes,Yes,No,Yes,No,Gym_Bag; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,52,2,74.79
306,21,Female,Under_30k,Student,5,Pilates,2,No,2,Tightness,1,8,Sensitive,4,4,5,3,4,5,252.89,1,15-25,4,4,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters,34,5,221.26
307,26,Male,30k-50k,Student,5,Weights,3,No,1,Blisters,0,4,0,3,5,3,2,3,2,88.84,0,Under_15,1,1,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,No,No,No,No,No,No,Yes,No,Blister_Plasters,44,2,66.84
308,17,Non-binary,30k-50k,Student,6,Yoga,2,Yes,2,Tightness,1,7,Sensitive,4,4,4,4,5,4,243.27,1,15-25,4,4,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,Yes,No,Yes,Yes,No,No,No,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Body_Wipes; Deodorant_Sticks; Muscle_Recovery_Balm,42,5,222.74
309,21,Female,Under_30k,Student,5,Yoga,2,Yes,3,Tightness,1,10,Sensitive,4,3,4,3,4,4,208.88,1,15-25,2,5,2,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,Yes,Yes,No,Yes,No,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert,29,4,195.77
310,19,Male,30k-50k,Blue_Collar,6,Weights,3,Yes,5,Blisters,0,2,0,4,5,2,2,4,1,125.69,0,Under_15,1,2,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,No,No,Yes,Yes,No,No,Yes,Gym_Bag; Deodorant_Sticks; Disposable_Underwear; Muscle_Recovery_Balm,29,3,87.54
311,29,Male,50k-100k,Corporate,3,Cardio,2,No,5,Odor,0,7,0,3,4,5,5,2,3,181.23,1,25-35,2,2,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,41,3,175.47
312,23,Female,30k-50k,Student,7,Yoga,2,Yes,3,Tightness,1,9,Sensitive,5,3,5,3,4,5,178.77,1,25-35,5,4,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,16,7,308.39
313,31,Female,100k+,Corporate,3,Pilates,2,Yes,3,Blisters,No,8,Sensitive,5,3,4,4,3,5,401.59,1,25-35,2,5,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Disposable_Socks; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,57,2,265.49
314,18,Female,Under_30k,Student,4,Yoga,2,Yes,4,Tightness,1,8,Sensitive,5,4,5,3,4,4,347.65,1,15-25,4,5,2,4,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,No,No,Yes,Yes,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,41,5,290.24
315,31,Female,100k+,Corporate,4,Cardio,2,Yes,5,Odor,0,7,0,3,4,4,5,2,3,233.83,1,25-35,3,2,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,34,4,233.17
316,21,Male,Under_30k,Student,4,Yoga,2,No,1,Tightness,1,10,Normal,4,4,5,4,4,5,280.42,1,15-25,2,4,3,3,Pack_5,Brand,No,"I research everything and want transparent, antibacterial bamboo.",No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert; Blister_Plasters,38,3,198.73
317,21,Male,100k+,Corporate,3,Cardio,2,No,4,Odor,0,5,0,4,3,5,5,3,2,216.17,1,15-25,3,3,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,68,4,170.75
318,39,Female,100k+,Corporate,2,Cardio,2,Yes,5,Odor,0,7,0,3,3,5,4,2,3,171.46,1,25-35,1,2,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters,48,2,168.22
319,30,Female,100k+,Corporate,5,Yoga,2,Yes,1,Odor,No,8,Normal,4,2,4,3,3,3,341.35,1,35+,4,4,3,3,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Disposable_Socks; Shaker_Bottle; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Foot_Powder_Insert,29,6,389.77
320,26,Male,30k-50k,Student,6,Weights,3,No,2,Blisters,0,4,0,3,5,3,2,3,2,96.59,0,15-25,3,3,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,Yes,No,No,Yes,No,Yes,Yes,Shaker_Bottle; Sweat_Towel; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,39,3,111.33
321,29,Female,100k+,Entrepreneur,3,Yoga,2,No,2,Blisters,No,7,Normal,4,3,4,3,3,5,381.65,1,25-35,4,5,4,4,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Disposable_Socks; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,48,3,267.45
322,26,Male,50k-100k,Corporate,3,Cardio,2,No,4,Odor,0,7,0,4,4,4,5,2,2,197.46,1,25-35,1,2,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Muscle_Recovery_Balm,50,1,133.79
323,32,Male,50k-100k,Corporate,4,Cardio,2,No,5,Odor,0,7,0,3,3,4,4,2,2,160.07,1,15-25,2,3,4,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,35,4,171.2
324,26,Male,100k+,Corporate,1,Cardio,2,Yes,4,Odor,0,7,0,4,4,5,4,2,3,191.44,1,25-35,3,2,4,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,No,Yes,No,Yes,No,Yes,Yes,No,No,Disposable_Socks; Shaker_Bottle; Body_Wipes; Disposable_Underwear; Foot_Powder_Insert,43,0,71.13
325,28,Male,100k+,Corporate,3,Cardio,2,Yes,4,Odor,0,4,0,3,3,5,4,2,3,193.19,1,15-25,2,2,3,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Disposable_Socks; Gym_Bag; Shaker_Bottle; Sweat_Towel; Foot_Powder_Insert; Blister_Plasters,51,2,133.43
326,32,Female,100k+,Corporate,4,Pilates,2,No,1,Blisters,No,7,Normal,5,3,4,3,3,4,330.39,1,25-35,2,4,3,2,Pack_5,Eco_Friendly,No,I prefer sustainable materials and high-end aesthetics.,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Disposable_Socks; Shaker_Bottle; Body_Wipes; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,42,3,228.84
327,27,Male,30k-50k,Blue_Collar,5,Weights,3,Yes,5,Blisters,0,2,0,3,5,3,1,4,1,133.04,0,Under_15,2,1,2,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,No,No,No,No,No,Yes,Yes,No,Gym_Bag; Foot_Powder_Insert; Blister_Plasters,30,3,117.58
328,23,Male,100k+,Corporate,2,Cardio,2,Yes,4,Odor,0,7,0,2,3,5,5,2,2,117.4,1,25-35,3,3,5,4,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Disposable_Socks; Gym_Bag; Shaker_Bottle; Foot_Powder_Insert; Blister_Plasters; Muscle_Recovery_Balm,58,2,112.05
329,22,Male,Under_30k,Student,5,Weights,3,No,3,Blisters,0,1,0,4,4,2,2,4,1,114.27,0,Under_15,4,2,2,2,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",No,Yes,No,No,Yes,No,No,Yes,Yes,Shaker_Bottle; Deodorant_Sticks; Blister_Plasters; Muscle_Recovery_Balm,45,2,53.49
330,23,Female,Under_30k,Student,5,Weights,3,No,3,Blisters,0,7,0,3,4,3,2,4,2,82.3,0,Under_15,2,1,1,1,Pack_30,Price,Unsure,"I need cheap, durable socks for heavy daily lifting.",Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Gym_Bag; Shaker_Bottle; Deodorant_Sticks; Disposable_Underwear; Foot_Powder_Insert; Muscle_Recovery_Balm,41,1,40.62
331,23,Male,50k-100k,Corporate,4,Cardio,2,Yes,4,Odor,0,7,0,4,3,5,4,2,3,137.48,1,25-35,1,2,5,5,Single,Convenience,Yes,I constantly forget my gym gear and need 10-minute delivery.,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Disposable_Socks; Gym_Bag; Sweat_Towel; Body_Wipes; Deodorant_Sticks; Disposable_Underwear; Blister_Plasters; Muscle_Recovery_Balm,43,3,178.41
